"year","no_of_transaction","total_qty","total_revenue_usd"
"2015-02-13 04:23:04","58","34963","235051.07"
"2015-02-13 04:03:16","39","23186","157523.24"
"2015-02-13 01:01:08","61","35750","241711.25"
"2015-02-12 22:34:21","37","22902","154811.43"
"2015-02-12 22:01:39","22","11656","79246.93"
"2015-02-12 12:32:12","67","40904","281018.36"
"2015-02-12 11:05:18","68","40412","275288.30"
"2015-02-12 09:47:20","60","28629","163579.18"
"2015-02-12 09:15:08","37","22902","154811.43"
"2015-02-12 02:15:07","43","27077","179761.43"
"2015-02-11 19:38:35","58","24155","135924.15"
"2015-02-11 09:55:57","35","16574","94244.44"
"2015-02-11 09:12:59","58","24155","135924.15"
"2015-02-11 08:24:42","55","24656","130153.59"
"2015-02-11 06:02:38","20","9333","49975.93"
"2015-02-11 05:31:36","40","24120","127671.94"
"2015-02-11 03:24:14","40","24120","127671.94"
"2015-02-10 22:32:00","60","23956","130893.51"
"2015-02-10 18:51:11","65","36887","251299.77"
"2015-02-10 15:44:02","50","40833","293861.14"
"2015-02-10 11:41:19","67","40904","281018.36"
"2015-02-10 06:27:56","56","22852","126898.91"
"2015-02-09 23:58:44","35","16574","94244.44"
"2015-02-09 23:05:12","57","22177","119965.08"
"2015-02-09 18:55:28","66","43730","300694.79"
"2015-02-09 18:52:40","57","24087","130964.11"
"2015-02-09 13:25:47","42","7799","47417.76"
"2015-02-09 03:58:01","35","16574","94244.44"
"2015-02-09 03:55:02","57","24087","130964.11"
"2015-02-08 20:46:39","40","24120","127671.94"
"2015-02-08 09:32:27","43","8276","51647.76"
"2015-02-08 06:30:53","59","28107","153705.10"
"2015-02-08 05:49:27","56","44750","231856.98"
"2015-02-08 00:12:22","27","11313","62148.87"
"2015-02-07 20:23:17","66","39863","272672.84"
"2015-02-07 18:10:41","66","49246","345618.59"
"2015-02-07 17:56:41","49","29101","200174.66"
"2015-02-07 15:24:01","50","25343","140046.68"
"2015-02-06 23:35:43","65","24655","137600.67"
"2015-02-06 17:43:45","35","15177","83419.38"
"2015-02-06 16:07:56","36","17917","107142.63"
"2015-02-06 13:17:17","55","24656","130153.59"
"2015-02-06 11:39:41","35","15177","83419.38"
"2015-02-06 09:35:44","13","6126","32226.37"
"2015-02-06 04:43:10","25","9716","54443.06"
"2015-02-06 00:40:58","13","6126","32226.37"
"2015-02-05 22:54:58","37","21024","117862.77"
"2015-02-05 20:56:35","43","16849","94684.25"
"2015-02-05 08:10:14","15","5691","32965.13"
"2015-02-04 23:52:08","29","16806","112176.03"
"2015-02-04 22:52:12","27","6288","42065.82"
"2015-02-04 05:54:50","60","23956","130893.51"
"2015-02-04 05:47:55","55","31887","217473.85"
"2015-02-04 01:09:46","66","49246","345618.59"
"2015-02-03 07:13:22","42","7799","47417.76"
"2015-02-02 20:24:40","51","23299","125968.04"
"2015-02-02 16:40:12","43","28601","188457.46"
"2015-02-02 14:49:01","68","40535","278575.64"
"2015-02-02 10:07:12","58","24116","163887.39"
"2015-02-02 09:03:41","40","19002","108579.84"
"2015-02-02 03:31:37","60","39570","253635.75"
"2015-02-01 21:56:56","56","24182","135822.85"
"2015-02-01 15:16:33","53","24215","135517.95"
"2015-02-01 15:07:02","61","35750","241711.25"
"2015-01-31 23:32:51","56","22852","126898.91"
"2015-01-31 19:37:16","66","39863","272672.84"
"2015-01-31 11:35:50","61","24119","132868.82"
"2015-01-31 11:18:51","61","35750","241711.25"
"2015-01-31 03:23:43","63","21706","118879.76"
"2015-01-30 19:44:05","51","34627","237781.30"
"2015-01-30 10:18:44","29","25768","156582.24"
"2015-01-30 04:47:57","42","24507","167717.40"
"2015-01-30 03:15:00","65","39187","269155.34"
"2015-01-30 01:54:32","51","23299","125968.04"
"2015-01-30 01:05:59","65","36887","251299.77"
"2015-01-30 00:03:04","42","24507","167717.40"
"2015-01-29 22:10:29","58","24116","163887.39"
"2015-01-29 09:46:30","46","22752","161294.62"
"2015-01-28 18:00:56","60","28629","163579.18"
"2015-01-28 10:03:50","24","14324","93217.80"
"2015-01-28 08:12:00","62","56410","382873.30"
"2015-01-28 07:51:18","51","34627","237781.30"
"2015-01-28 07:22:26","25","9716","54443.06"
"2015-01-28 06:58:03","71","42358","291047.25"
"2015-01-27 17:16:10","36","17917","107142.63"
"2015-01-27 09:04:56","61","23973","130917.00"
"2015-01-27 07:41:56","58","24116","163887.39"
"2015-01-26 18:57:47","61","23973","130917.00"
"2015-01-26 10:44:10","63","21706","118879.76"
"2015-01-26 08:04:00","61","35750","241711.25"
"2015-01-26 03:37:47","68","40412","275288.30"
"2015-01-25 19:11:21","60","23956","130893.51"
"2015-01-25 13:13:31","27","11313","62148.87"
"2015-01-25 03:11:49","57","22177","119965.08"
"2015-01-25 02:39:32","50","25343","140046.68"
"2015-01-24 18:09:43","43","27077","179761.43"
"2015-01-24 07:10:56","29","16806","112176.03"
"2015-01-24 05:39:50","60","47506","326819.48"
"2015-01-24 03:40:07","66","43730","300694.79"
"2015-01-23 22:16:33","58","27235","147599.56"
"2015-01-23 22:08:06","60","23956","130893.51"
"2015-01-23 15:35:37","56","44750","231856.98"
"2015-01-23 13:32:59","43","28601","188457.46"
"2015-01-23 11:03:31","58","24948","138323.59"
"2015-01-23 07:24:24","62","56410","382873.30"
"2015-01-23 07:12:33","58","28452","160051.04"
"2015-01-23 04:33:36","65","36603","244695.99"
"2015-01-22 22:10:28","62","24538","137227.88"
"2015-01-21 16:10:31","22","11656","79246.93"
"2015-01-21 15:36:31","39","23186","157523.24"
"2015-01-21 14:48:58","40","24120","127671.94"
"2015-01-21 07:30:04","57","33190","205886.97"
"2015-01-21 03:27:44","50","25343","140046.68"
"2015-01-21 00:58:30","56","22852","126898.91"
"2015-01-20 21:56:03","61","35358","238962.47"
"2015-01-20 15:00:59","62","34581","234225.65"
"2015-01-20 14:36:13","60","39570","253635.75"
"2015-01-20 11:20:54","57","22177","119965.08"
"2015-01-20 10:27:15","43","16849","94684.25"
"2015-01-20 05:52:15","58","24155","135924.15"
"2015-01-20 03:16:37","63","21706","118879.76"
"2015-01-20 03:08:24","43","16849","94684.25"
"2015-01-20 02:17:50","55","31887","217473.85"
"2015-01-20 01:56:33","51","21887","116165.15"
"2015-01-19 20:32:35","62","24538","137227.88"
"2015-01-19 13:53:29","37","21024","117862.77"
"2015-01-19 13:04:24","20","9333","49975.93"
"2015-01-19 12:45:19","29","25768","156582.24"
"2015-01-18 18:34:28","49","21791","122957.11"
"2015-01-18 15:01:15","12","4899","25507.06"
"2015-01-18 09:37:14","65","24655","137600.67"
"2015-01-18 04:27:11","57","27248","153015.87"
"2015-01-18 03:00:37","30","14707","96819.92"
"2015-01-18 02:59:06","24","10197","54891.56"
"2015-01-17 22:03:50","68","40412","275288.30"
"2015-01-17 21:03:04","25","9716","54443.06"
"2015-01-17 10:48:35","46","22752","161294.62"
"2015-01-17 00:25:21","60","39570","253635.75"
"2015-01-16 22:08:08","58","24155","135924.15"
"2015-01-16 21:20:52","46","17788","96376.94"
"2015-01-16 12:16:18","55","24656","130153.59"
"2015-01-16 08:30:46","37","21024","117862.77"
"2015-01-16 06:12:58","57","24087","130964.11"
"2015-01-15 09:13:18","56","24182","135822.85"
"2015-01-15 07:52:52","49","21791","122957.11"
"2015-01-15 07:50:22","43","28601","188457.46"
"2015-01-15 06:09:20","61","35750","241711.25"
"2015-01-15 05:05:18","58","34963","235051.07"
"2015-01-15 02:17:15","40","15469","84768.94"
"2015-01-15 00:17:32","50","40833","293861.14"
"2015-01-14 07:44:59","57","22552","123503.18"
"2015-01-14 04:31:51","67","40904","281018.36"
"2015-01-13 17:14:31","49","29101","200174.66"
"2015-01-13 09:33:57","60","28629","163579.18"
"2015-01-13 04:01:05","43","27077","179761.43"
"2015-01-13 00:59:08","46","22752","161294.62"
"2015-01-12 14:23:12","29","25768","156582.24"
"2015-01-12 09:15:34","43","8276","51647.76"
"2015-01-11 16:11:27","65","36887","251299.77"
"2015-01-11 08:47:05","50","40833","293861.14"
"2015-01-11 00:02:02","51","23299","125968.04"
"2015-01-10 21:17:06","56","44750","231856.98"
"2015-01-10 21:13:15","66","43730","300694.79"
"2015-01-10 17:56:05","59","28107","153705.10"
"2015-01-10 16:13:49","57","24087","130964.11"
"2015-01-09 17:21:40","27","11313","62148.87"
"2015-01-09 14:02:52","43","8276","51647.76"
"2015-01-09 06:17:55","49","29101","200174.66"
"2015-01-09 05:48:10","62","56410","382873.30"
"2015-01-09 01:26:45","40","24120","127671.94"
"2015-01-08 22:31:35","39","23186","157523.24"
"2015-01-08 22:01:47","66","49246","345618.59"
"2015-01-08 21:55:07","11","2444","15727.19"
"2015-01-08 15:22:44","71","42358","291047.25"
"2015-01-08 13:24:56","46","17788","96376.94"
"2015-01-08 13:04:31","60","23956","130893.51"
"2015-01-08 06:56:59","55","24656","130153.59"
"2015-01-08 05:56:59","58","24116","163887.39"
"2015-01-08 00:16:46","67","40904","281018.36"
"2015-01-07 22:53:31","55","31887","217473.85"
"2015-01-07 12:28:39","68","40535","278575.64"
"2015-01-06 06:27:06","61","23973","130917.00"
"2015-01-05 17:19:17","66","39863","272672.84"
"2015-01-05 15:57:32","37","21024","117862.77"
"2015-01-05 15:47:08","36","17917","107142.63"
"2015-01-05 13:28:19","27","6288","42065.82"
"2015-01-05 12:43:49","37","21024","117862.77"
"2015-01-05 11:07:20","50","25343","140046.68"
"2015-01-04 14:17:12","68","40535","278575.64"
"2015-01-04 11:16:03","56","44750","231856.98"
"2015-01-04 05:16:38","63","21706","118879.76"
"2015-01-04 02:13:57","40","15469","84768.94"
"2015-01-04 00:30:01","42","7799","47417.76"
"2015-01-03 23:01:48","61","24119","132868.82"
"2015-01-03 22:13:58","56","24182","135822.85"
"2015-01-03 19:51:39","51","23299","125968.04"
"2015-01-03 14:28:18","27","11313","62148.87"
"2015-01-03 12:18:24","40","19002","108579.84"
"2015-01-03 09:25:50","60","28629","163579.18"
"2015-01-03 07:40:28","53","24215","135517.95"
"2015-01-03 03:20:34","62","56410","382873.30"
"2015-01-03 01:16:33","61","24119","132868.82"
"2015-01-02 16:32:29","57","24087","130964.11"
"2015-01-02 16:16:08","43","28601","188457.46"
"2015-01-02 14:45:34","20","9333","49975.93"
"2015-01-02 06:41:01","58","27235","147599.56"
"2015-01-01 18:29:33","66","39863","272672.84"
"2015-01-01 14:21:53","29","25768","156582.24"
"2015-01-01 12:33:14","68","40412","275288.30"
"2015-01-01 11:05:24","56","22852","126898.91"
"2015-01-01 06:21:09","55","24656","130153.59"
"2015-01-01 05:28:56","61","24119","132868.82"
"2015-01-01 00:50:56","55","24656","130153.59"
"2014-12-31 17:46:25","65","36887","251299.77"
"2014-12-31 17:08:58","57","22177","119965.08"
"2014-12-31 06:45:14","58","24116","163887.39"
"2014-12-31 03:12:59","65","39187","269155.34"
"2014-12-31 01:05:33","27","6288","42065.82"
"2014-12-30 19:53:31","15","5691","32965.13"
"2014-12-30 16:26:53","24","10197","54891.56"
"2014-12-30 14:47:52","36","17917","107142.63"
"2014-12-30 01:59:42","24","14324","93217.80"
"2014-12-30 01:10:50","40","24120","127671.94"
"2014-12-29 22:27:48","62","56410","382873.30"
"2014-12-29 12:31:38","65","39187","269155.34"
"2014-12-29 07:30:31","51","34627","237781.30"
"2014-12-29 06:23:42","71","42358","291047.25"
"2014-12-29 04:35:28","25","9716","54443.06"
"2014-12-29 01:03:54","62","24538","137227.88"
"2014-12-28 12:24:20","6","748","3927.05"
"2014-12-28 11:05:11","43","27077","179761.43"
"2014-12-28 05:35:19","61","23973","130917.00"
"2014-12-28 03:11:22","36","17917","107142.63"
"2014-12-27 19:46:03","60","23956","130893.51"
"2014-12-27 15:51:14","29","25768","156582.24"
"2014-12-27 10:00:23","42","7799","47417.76"
"2014-12-27 09:37:08","63","21706","118879.76"
"2014-12-27 04:01:51","55","31887","217473.85"
"2014-12-27 03:10:52","68","40412","275288.30"
"2014-12-26 23:08:39","50","25343","140046.68"
"2014-12-26 21:33:05","29","16806","112176.03"
"2014-12-26 18:07:07","61","35750","241711.25"
"2014-12-26 17:54:39","61","35750","241711.25"
"2014-12-26 14:10:36","56","22852","126898.91"
"2014-12-26 12:41:25","65","24655","137600.67"
"2014-12-26 02:28:48","60","47506","326819.48"
"2014-12-25 15:58:28","65","36603","244695.99"
"2014-12-25 06:33:28","58","27235","147599.56"
"2014-12-24 08:00:47","58","28452","160051.04"
"2014-12-24 07:37:12","56","24182","135822.85"
"2014-12-24 01:09:04","53","24215","135517.95"
"2014-12-24 00:53:08","58","24948","138323.59"
"2014-12-23 08:23:29","39","23186","157523.24"
"2014-12-22 22:57:00","60","39570","253635.75"
"2014-12-22 15:38:54","57","22177","119965.08"
"2014-12-22 13:29:26","22","11656","79246.93"
"2014-12-22 09:20:15","62","34581","234225.65"
"2014-12-22 04:02:53","51","21887","116165.15"
"2014-12-22 03:01:10","57","33190","205886.97"
"2014-12-22 01:58:01","55","31887","217473.85"
"2014-12-21 12:16:19","61","35358","238962.47"
"2014-12-21 08:37:21","58","24155","135924.15"
"2014-12-20 23:17:22","29","25768","156582.24"
"2014-12-20 20:58:04","63","21706","118879.76"
"2014-12-20 17:24:16","57","27248","153015.87"
"2014-12-20 11:55:21","12","4899","25507.06"
"2014-12-20 03:27:35","57","22177","119965.08"
"2014-12-20 01:47:38","62","24538","137227.88"
"2014-12-19 17:09:37","51","34627","237781.30"
"2014-12-19 16:36:22","6","2999","19409.95"
"2014-12-19 16:26:19","65","24655","137600.67"
"2014-12-19 15:59:20","30","14707","96819.92"
"2014-12-19 02:57:36","24","10197","54891.56"
"2014-12-18 22:54:52","58","24155","135924.15"
"2014-12-18 20:26:23","46","22752","161294.62"
"2014-12-18 18:58:37","61","24119","132868.82"
"2014-12-18 18:04:51","66","43730","300694.79"
"2014-12-17 23:46:11","37","21024","117862.77"
"2014-12-17 22:43:24","65","39187","269155.34"
"2014-12-17 18:33:46","43","28601","188457.46"
"2014-12-17 15:28:42","43","28601","188457.46"
"2014-12-17 10:51:47","46","17788","96376.94"
"2014-12-17 10:07:11","37","21024","117862.77"
"2014-12-17 07:02:51","27","11313","62148.87"
"2014-12-16 23:53:34","66","49246","345618.59"
"2014-12-16 23:50:50","60","28629","163579.18"
"2014-12-16 21:05:33","40","15469","84768.94"
"2014-12-16 18:38:58","58","34963","235051.07"
"2014-12-16 18:20:59","57","22552","123503.18"
"2014-12-16 15:38:53","60","28629","163579.18"
"2014-12-16 12:06:08","40","15469","84768.94"
"2014-12-16 09:49:47","61","35750","241711.25"
"2014-12-16 07:52:32","49","21791","122957.11"
"2014-12-16 04:24:38","62","56410","382873.30"
"2014-12-16 02:26:29","50","40833","293861.14"
"2014-12-15 23:57:06","29","16806","112176.03"
"2014-12-15 23:37:39","60","39570","253635.75"
"2014-12-15 23:29:03","60","28629","163579.18"
"2014-12-15 20:58:08","46","17788","96376.94"
"2014-12-15 16:16:17","50","25343","140046.68"
"2014-12-15 10:03:42","67","40904","281018.36"
"2014-12-15 09:00:14","20","9333","49975.93"
"2014-12-15 05:45:31","67","40904","281018.36"
"2014-12-15 05:17:43","68","40412","275288.30"
"2014-12-14 20:19:56","43","27077","179761.43"
"2014-12-14 16:52:29","56","24182","135822.85"
"2014-12-14 13:14:09","43","27077","179761.43"
"2014-12-13 23:07:19","58","27235","147599.56"
"2014-12-13 21:20:50","71","42358","291047.25"
"2014-12-12 23:55:10","65","36887","251299.77"
"2014-12-12 13:49:26","59","28107","153705.10"
"2014-12-12 08:19:06","66","43730","300694.79"
"2014-12-11 22:19:50","56","44750","231856.98"
"2014-12-11 20:55:21","20","3862","23718.31"
"2014-12-11 17:23:11","57","24087","130964.11"
"2014-12-11 15:31:15","59","28107","153705.10"
"2014-12-11 14:53:49","49","29101","200174.66"
"2014-12-11 10:20:16","43","8276","51647.76"
"2014-12-11 09:04:14","27","11313","62148.87"
"2014-12-11 06:25:37","50","40833","293861.14"
"2014-12-11 02:24:13","49","29101","200174.66"
"2014-12-10 14:32:32","66","49246","345618.59"
"2014-12-10 07:37:06","40","24120","127671.94"
"2014-12-10 06:26:40","40","24120","127671.94"
"2014-12-10 00:21:57","51","23299","125968.04"
"2014-12-09 14:53:46","24","10197","54891.56"
"2014-12-09 12:34:35","55","24656","130153.59"
"2014-12-09 10:07:50","39","23186","157523.24"
"2014-12-08 12:52:15","57","33190","205886.97"
"2014-12-08 12:25:56","46","17788","96376.94"
"2014-12-08 02:09:44","62","24538","137227.88"
"2014-12-07 14:56:26","25","9716","54443.06"
"2014-12-07 08:37:43","29","16806","112176.03"
"2014-12-07 06:36:41","68","40535","278575.64"
"2014-12-07 06:25:02","61","23973","130917.00"
"2014-12-06 21:06:36","60","23956","130893.51"
"2014-12-06 19:35:57","27","6288","42065.82"
"2014-12-06 19:22:29","62","56410","382873.30"
"2014-12-06 16:59:42","11","2444","15727.19"
"2014-12-06 15:30:37","42","7799","47417.76"
"2014-12-06 01:54:50","29","25768","156582.24"
"2014-12-05 15:12:20","51","23299","125968.04"
"2014-12-05 12:19:23","68","40535","278575.64"
"2014-12-05 05:43:38","40","19002","108579.84"
"2014-12-04 18:43:18","20","9333","49975.93"
"2014-12-04 17:53:52","53","24215","135517.95"
"2014-12-04 10:30:12","61","24119","132868.82"
"2014-12-04 06:48:36","56","24182","135822.85"
"2014-12-04 05:59:07","55","24656","130153.59"
"2014-12-03 20:40:41","36","17917","107142.63"
"2014-12-03 02:09:30","61","24119","132868.82"
"2014-12-02 16:09:00","58","24116","163887.39"
"2014-12-02 11:48:43","56","22852","126898.91"
"2014-12-02 11:03:40","66","39863","272672.84"
"2014-12-02 09:24:58","65","39187","269155.34"
"2014-12-02 02:29:39","29","25768","156582.24"
"2014-12-01 20:54:55","58","24155","135924.15"
"2014-12-01 09:11:22","24","14324","93217.80"
"2014-11-30 12:40:52","71","42358","291047.25"
"2014-11-29 23:40:03","51","34627","237781.30"
"2014-11-29 21:00:05","36","17917","107142.63"
"2014-11-29 16:51:50","62","56410","382873.30"
"2014-11-29 09:36:19","55","31887","217473.85"
"2014-11-29 06:35:59","61","23973","130917.00"
"2014-11-29 05:53:45","25","9716","54443.06"
"2014-11-29 05:36:52","53","24215","135517.95"
"2014-11-28 20:03:30","27","11313","62148.87"
"2014-11-28 19:14:10","20","9333","49975.93"
"2014-11-28 12:23:05","57","22177","119965.08"
"2014-11-27 22:58:32","67","40904","281018.36"
"2014-11-27 21:53:24","50","25343","140046.68"
"2014-11-27 09:57:32","56","24182","135822.85"
"2014-11-27 06:34:18","68","40412","275288.30"
"2014-11-27 03:45:10","66","39863","272672.84"
"2014-11-27 03:35:44","63","21706","118879.76"
"2014-11-27 00:45:51","60","23956","130893.51"
"2014-11-26 22:34:32","6","2999","19409.95"
"2014-11-26 20:11:44","29","16806","112176.03"
"2014-11-26 18:56:42","50","25343","140046.68"
"2014-11-26 18:50:03","65","36603","244695.99"
"2014-11-26 15:03:04","60","47506","326819.48"
"2014-11-26 12:21:34","58","27235","147599.56"
"2014-11-25 17:05:10","51","34627","237781.30"
"2014-11-24 16:19:54","58","28452","160051.04"
"2014-11-24 12:14:03","15","5691","32965.13"
"2014-11-24 01:27:44","58","24948","138323.59"
"2014-11-23 20:40:39","65","24655","137600.67"
"2014-11-23 15:39:24","57","33190","205886.97"
"2014-11-23 14:57:40","60","28629","163579.18"
"2014-11-23 12:37:44","60","39570","253635.75"
"2014-11-23 09:03:40","39","23186","157523.24"
"2014-11-23 05:30:59","51","21887","116165.15"
"2014-11-23 04:04:26","62","34581","234225.65"
"2014-11-22 13:37:49","43","8276","51647.76"
"2014-11-22 12:42:08","57","22177","119965.08"
"2014-11-22 09:17:05","56","44750","231856.98"
"2014-11-22 07:46:34","55","31887","217473.85"
"2014-11-22 01:26:21","56","44750","231856.98"
"2014-11-22 01:00:07","58","24116","163887.39"
"2014-11-22 00:23:48","61","35358","238962.47"
"2014-11-21 19:56:55","57","27248","153015.87"
"2014-11-21 19:46:13","61","23973","130917.00"
"2014-11-21 18:30:22","62","56410","382873.30"
"2014-11-21 16:37:56","46","17788","96376.94"
"2014-11-21 16:21:10","61","35750","241711.25"
"2014-11-21 11:36:44","55","24656","130153.59"
"2014-11-21 09:55:43","62","24538","137227.88"
"2014-11-21 09:10:24","62","56410","382873.30"
"2014-11-21 07:50:10","62","56410","382873.30"
"2014-11-20 22:15:04","24","10197","54891.56"
"2014-11-20 21:21:37","62","24538","137227.88"
"2014-11-20 11:42:23","12","4899","25507.06"
"2014-11-20 06:47:30","66","49246","345618.59"
"2014-11-19 21:47:21","30","14707","96819.92"
"2014-11-19 20:40:05","65","24655","137600.67"
"2014-11-19 16:40:01","58","24155","135924.15"
"2014-11-19 13:34:08","56","24182","135822.85"
"2014-11-19 09:08:39","46","22752","161294.62"
"2014-11-19 03:00:21","66","43730","300694.79"
"2014-11-18 22:32:18","11","2444","15727.19"
"2014-11-18 15:30:59","59","28107","153705.10"
"2014-11-18 06:01:58","59","28107","153705.10"
"2014-11-17 20:16:34","24","10197","54891.56"
"2014-11-17 19:00:46","46","17788","96376.94"
"2014-11-17 12:41:24","61","35750","241711.25"
"2014-11-17 10:23:56","27","11313","62148.87"
"2014-11-16 23:04:22","57","22552","123503.18"
"2014-11-16 21:37:06","60","28629","163579.18"
"2014-11-16 19:12:45","42","7799","47417.76"
"2014-11-16 12:41:20","49","21791","122957.11"
"2014-11-16 12:27:27","50","40833","293861.14"
"2014-11-16 08:28:34","58","34963","235051.07"
"2014-11-16 00:32:20","19","11122","72595.01"
"2014-11-15 22:55:05","67","40904","281018.36"
"2014-11-15 21:24:00","65","39187","269155.34"
"2014-11-15 18:47:40","27","6288","42065.82"
"2014-11-15 16:56:45","60","23956","130893.51"
"2014-11-15 16:45:46","60","23956","130893.51"
"2014-11-14 18:01:09","25","9716","54443.06"
"2014-11-14 08:03:42","71","42358","291047.25"
"2014-11-14 03:20:54","60","39570","253635.75"
"2014-11-13 21:02:52","55","31887","217473.85"
"2014-11-13 19:51:31","56","44750","231856.98"
"2014-11-13 17:38:08","65","36887","251299.77"
"2014-11-13 08:17:03","66","43730","300694.79"
"2014-11-13 03:23:14","56","44750","231856.98"
"2014-11-12 23:12:27","59","28107","153705.10"
"2014-11-12 22:02:36","49","29101","200174.66"
"2014-11-12 20:44:52","56","44750","231856.98"
"2014-11-12 19:43:36","51","23299","125968.04"
"2014-11-12 19:24:49","57","24087","130964.11"
"2014-11-12 13:59:52","20","3862","23718.31"
"2014-11-12 08:17:56","49","29101","200174.66"
"2014-11-12 06:24:29","43","8276","51647.76"
"2014-11-12 04:44:44","27","11313","62148.87"
"2014-11-12 03:32:13","6","2999","19409.95"
"2014-11-11 23:00:31","62","56410","382873.30"
"2014-11-11 18:55:23","68","40535","278575.64"
"2014-11-11 06:57:43","50","40833","293861.14"
"2014-11-11 05:50:47","66","49246","345618.59"
"2014-11-11 03:29:56","68","40535","278575.64"
"2014-11-11 03:07:29","40","24120","127671.94"
"2014-11-10 16:56:02","20","9333","49975.93"
"2014-11-10 16:28:27","57","22177","119965.08"
"2014-11-10 12:56:55","57","22177","119965.08"
"2014-11-10 10:03:27","57","33190","205886.97"
"2014-11-10 04:10:14","58","27235","147599.56"
"2014-11-10 02:33:32","57","22177","119965.08"
"2014-11-09 23:22:29","58","24155","135924.15"
"2014-11-09 21:36:20","55","24656","130153.59"
"2014-11-09 19:16:21","22","11656","79246.93"
"2014-11-08 14:35:34","36","17917","107142.63"
"2014-11-08 10:23:46","20","9333","49975.93"
"2014-11-08 03:43:59","46","17788","96376.94"
"2014-11-07 12:36:47","27","6288","42065.82"
"2014-11-07 00:39:35","42","7799","47417.76"
"2014-11-06 04:08:01","68","40535","278575.64"
"2014-11-05 16:15:41","39","23186","157523.24"
"2014-11-05 14:55:39","40","19002","108579.84"
"2014-11-05 12:39:54","51","23299","125968.04"
"2014-11-05 12:10:24","68","40412","275288.30"
"2014-11-05 04:10:45","20","9333","49975.93"
"2014-11-04 16:11:34","1","168","1069.64"
"2014-11-04 15:17:47","53","24215","135517.95"
"2014-11-04 10:58:27","56","24182","135822.85"
"2014-11-04 04:30:31","57","24087","130964.11"
"2014-11-03 21:01:05","29","25768","156582.24"
"2014-11-03 20:05:07","58","24116","163887.39"
"2014-11-03 19:40:45","29","25768","156582.24"
"2014-11-03 17:12:19","61","24119","132868.82"
"2014-11-03 10:25:07","24","10197","54891.56"
"2014-11-03 06:16:40","66","39863","272672.84"
"2014-11-03 03:01:09","66","39863","272672.84"
"2014-11-03 02:09:41","65","39187","269155.34"
"2014-11-02 14:54:57","46","22752","161294.62"
"2014-11-02 05:13:50","56","22852","126898.91"
"2014-11-01 20:28:51","53","24215","135517.95"
"2014-11-01 18:51:26","53","24215","135517.95"
"2014-11-01 16:25:15","50","25343","140046.68"
"2014-11-01 13:13:15","67","40904","281018.36"
"2014-11-01 11:02:44","71","42358","291047.25"
"2014-11-01 02:24:58","66","49246","345618.59"
"2014-11-01 02:08:04","24","14324","93217.80"
"2014-10-31 15:42:00","62","56410","382873.30"
"2014-10-31 14:03:22","62","24538","137227.88"
"2014-10-31 12:47:36","22","11656","79246.93"
"2014-10-31 09:12:14","61","23973","130917.00"
"2014-10-31 08:42:43","25","9716","54443.06"
"2014-10-31 02:04:13","51","23299","125968.04"
"2014-10-30 22:38:22","27","11313","62148.87"
"2014-10-30 13:44:15","51","34627","237781.30"
"2014-10-30 12:38:32","36","17917","107142.63"
"2014-10-30 10:56:20","53","24215","135517.95"
"2014-10-30 02:01:45","53","24215","135517.95"
"2014-10-29 23:03:15","11","2444","15727.19"
"2014-10-29 19:44:03","68","40412","275288.30"
"2014-10-29 17:20:24","61","23973","130917.00"
"2014-10-29 12:52:16","60","23956","130893.51"
"2014-10-29 06:02:09","63","21706","118879.76"
"2014-10-29 04:09:00","62","56410","382873.30"
"2014-10-28 19:55:32","50","25343","140046.68"
"2014-10-28 15:26:39","6","2999","19409.95"
"2014-10-28 03:30:04","57","22177","119965.08"
"2014-10-28 02:46:48","60","47506","326819.48"
"2014-10-27 18:53:13","29","16806","112176.03"
"2014-10-27 18:28:11","55","24656","130153.59"
"2014-10-27 14:12:22","65","36603","244695.99"
"2014-10-27 06:47:32","58","27235","147599.56"
"2014-10-27 03:32:47","60","39570","253635.75"
"2014-10-27 02:15:33","56","24182","135822.85"
"2014-10-26 19:47:17","25","9716","54443.06"
"2014-10-26 19:12:27","51","34627","237781.30"
"2014-10-26 08:22:22","58","24948","138323.59"
"2014-10-26 01:10:21","53","24215","135517.95"
"2014-10-25 23:16:33","39","23186","157523.24"
"2014-10-25 09:32:18","24","10197","54891.56"
"2014-10-25 07:31:59","58","28452","160051.04"
"2014-10-24 17:33:12","51","21887","116165.15"
"2014-10-24 16:31:36","57","33190","205886.97"
"2014-10-24 11:54:27","60","39570","253635.75"
"2014-10-24 06:54:12","57","22177","119965.08"
"2014-10-24 06:45:18","62","34581","234225.65"
"2014-10-23 21:11:23","55","31887","217473.85"
"2014-10-23 20:42:57","62","24538","137227.88"
"2014-10-23 19:43:25","57","27248","153015.87"
"2014-10-23 14:29:28","59","28107","153705.10"
"2014-10-23 14:21:27","61","35358","238962.47"
"2014-10-23 12:43:48","58","24155","135924.15"
"2014-10-23 08:12:48","59","28107","153705.10"
"2014-10-23 05:43:35","20","9333","49975.93"
"2014-10-22 23:59:05","57","33190","205886.97"
"2014-10-22 09:38:21","63","21706","118879.76"
"2014-10-21 20:51:50","12","4899","25507.06"
"2014-10-21 13:26:18","29","25768","156582.24"
"2014-10-21 09:40:59","56","44750","231856.98"
"2014-10-21 07:56:32","24","10197","54891.56"
"2014-10-21 05:18:40","58","24155","135924.15"
"2014-10-21 04:44:10","25","9716","54443.06"
"2014-10-21 02:06:38","65","39187","269155.34"
